Survey_Name,Year,Sector,State_Code,District_Code,Household_ID,Item_Code,Quantity,Value,Multiplier
HCES,2024,1,1,19,3,4,1.0,1.0,16510
HCES,2024,1,1,19,6,4,1.0,1.0,16510
HCES,2024,1,1,19,7,4,1.0,1.0,16510
HCES,2024,1,1,19,8,4,1.0,1.0,16510
HCES,2024,1,1,19,10,4,1.0,1.0,16510
HCES,2024,1,1,19,11,4,1.0,1.0,16510
HCES,2024,1,1,19,12,4,1.0,1.0,16510
HCES,2024,1,1,19,13,4,1.0,1.0,16510
HCES,2024,1,1,19,14,4,1.0,1.0,16510
HCES,2024,1,1,18,1,4,1.0,1.0,33338
HCES,2024,1,1,18,1,4,1.0,1.0,21114
HCES,2024,1,1,18,2,4,1.0,1.0,21114
HCES,2024,1,1,18,3,4,1.0,1.0,21114
HCES,2024,1,1,18,4,4,1.0,1.0,21114
HCES,2024,1,1,18,5,4,1.0,1.0,21114
HCES,2024,1,1,18,6,4,1.0,1.0,21114
HCES,2024,1,1,18,7,4,1.0,1.0,21114
HCES,2024,1,1,18,8,4,1.0,1.0,21114
HCES,2024,1,1,18,10,4,1.0,1.0,21114
HCES,2024,1,1,18,11,4,1.0,1.0,21114
HCES,2024,1,1,18,12,4,1.0,1.0,21114
HCES,2024,1,1,18,13,4,1.0,1.0,21114
HCES,2024,1,1,18,16,4,1.0,1.0,21114
HCES,2024,1,1,19,1,4,1.0,1.0,74838
HCES,2024,1,1,19,2,4,1.0,1.0,74838
HCES,2024,1,1,19,3,4,1.0,1.0,74838
HCES,2024,1,1,19,4,4,1.0,1.0,74838
HCES,2024,1,1,19,5,4,1.0,1.0,74838
HCES,2024,1,1,19,6,4,1.0,1.0,74838
HCES,2024,1,1,19,7,4,1.0,1.0,74838
HCES,2024,1,1,19,8,4,1.0,1.0,74838
HCES,2024,1,1,19,9,4,1.0,1.0,74838
HCES,2024,1,1,19,10,4,1.0,1.0,74838
HCES,2024,1,1,19,11,4,1.0,1.0,74838
HCES,2024,1,1,19,12,4,1.0,1.0,74838
HCES,2024,1,1,19,13,4,1.0,1.0,74838
HCES,2024,1,1,19,14,4,1.0,1.0,74838
HCES,2024,1,1,19,15,4,1.0,1.0,74838
HCES,2024,1,1,19,16,4,1.0,1.0,74838
HCES,2024,1,1,19,17,4,1.0,1.0,74838
HCES,2024,1,1,19,18,4,1.0,1.0,74838
HCES,2024,1,1,2,1,4,1.0,1.0,153283
HCES,2024,1,1,2,2,4,1.0,1.0,153283
HCES,2024,1,1,2,3,4,1.0,1.0,153283
HCES,2024,1,1,2,4,4,1.0,1.0,153283
HCES,2024,1,1,2,5,4,1.0,1.0,153283
HCES,2024,1,1,2,6,4,1.0,1.0,153283
HCES,2024,1,1,2,7,4,1.0,1.0,153283
HCES,2024,1,1,2,8,4,1.0,1.0,153283
HCES,2024,1,1,2,9,4,1.0,1.0,153283
HCES,2024,1,1,2,10,4,1.0,1.0,153283
HCES,2024,1,1,2,11,4,1.0,1.0,153283
HCES,2024,1,1,2,12,4,1.0,1.0,153283
HCES,2024,1,1,2,13,4,1.0,1.0,153283
HCES,2024,1,1,2,14,4,1.0,1.0,153283
HCES,2024,1,1,2,15,4,1.0,1.0,153283
HCES,2024,1,1,2,16,4,1.0,1.0,153283
HCES,2024,1,1,2,17,4,1.0,1.0,153283
HCES,2024,1,1,2,18,4,1.0,1.0,153283
HCES,2024,1,1,11,1,4,1.0,1.0,129913
HCES,2024,1,1,11,2,4,1.0,1.0,129913
HCES,2024,1,1,11,3,4,1.0,1.0,129913
HCES,2024,1,1,11,4,4,1.0,1.0,129913
HCES,2024,1,1,11,5,4,1.0,1.0,129913
HCES,2024,1,1,11,6,4,1.0,1.0,129913
HCES,2024,1,1,11,7,4,1.0,1.0,129913
HCES,2024,1,1,11,8,4,1.0,1.0,129913
HCES,2024,1,1,11,9,4,1.0,1.0,129913
HCES,2024,1,1,11,10,4,1.0,1.0,129913
HCES,2024,1,1,11,11,4,1.0,1.0,129913
HCES,2024,1,1,11,12,4,1.0,1.0,129913
HCES,2024,1,1,11,13,4,1.0,1.0,129913
HCES,2024,1,1,11,14,4,1.0,1.0,129913
HCES,2024,1,1,11,15,4,1.0,1.0,129913
HCES,2024,1,1,11,16,4,1.0,1.0,129913
HCES,2024,1,1,11,17,4,1.0,1.0,129913
HCES,2024,1,1,11,18,4,1.0,1.0,129913
HCES,2024,1,1,9,3,4,1.0,1.0,145107
HCES,2024,1,1,9,6,4,1.0,1.0,145107
HCES,2024,1,1,9,9,4,1.0,1.0,145107
HCES,2024,1,1,9,12,4,1.0,1.0,145107
HCES,2024,1,1,9,18,4,1.0,1.0,145107
HCES,2024,1,2,9,1,4,1.0,1.0,91563
HCES,2024,1,2,9,2,4,1.0,1.0,91563
HCES,2024,1,2,9,3,4,1.0,1.0,91563
HCES,2024,1,2,9,4,4,1.0,1.0,91563
HCES,2024,1,2,9,5,4,1.0,1.0,91563
HCES,2024,1,2,9,6,4,1.0,1.0,91563
HCES,2024,1,2,9,7,4,1.0,1.0,91563
HCES,2024,1,2,9,8,4,1.0,1.0,91563
HCES,2024,1,2,9,1,4,1.0,1.0,65111
HCES,2024,1,2,9,2,4,1.0,1.0,65111
HCES,2024,1,2,9,3,4,1.0,1.0,65111
HCES,2024,1,2,9,4,4,1.0,1.0,65111
HCES,2024,1,2,9,3,4,1.0,1.0,62507
HCES,2024,1,2,9,4,4,1.0,1.0,62507
HCES,2024,1,2,9,5,4,1.0,1.0,62507
HCES,2024,1,2,9,6,4,1.0,1.0,62507
HCES,2024,1,2,12,1,4,1.0,1.0,117200
HCES,2024,1,2,12,1,4,1.0,1.0,121541
HCES,2024,1,2,12,2,4,1.0,1.0,121541
HCES,2024,1,2,12,3,4,1.0,1.0,121541
HCES,2024,1,2,12,1,4,1.0,1.0,107154
HCES,2024,1,2,12,2,4,1.0,1.0,107154
HCES,2024,1,2,12,5,4,1.0,1.0,107154
HCES,2024,1,2,12,7,4,1.0,1.0,107154
HCES,2024,1,2,12,8,4,1.0,1.0,107154
HCES,2024,1,2,12,9,4,1.0,1.0,107154
HCES,2024,1,2,12,11,4,1.0,1.0,107154
HCES,2024,1,2,12,12,4,1.0,1.0,107154
HCES,2024,1,2,12,13,4,1.0,1.0,107154
HCES,2024,1,2,7,1,4,1.0,1.0,98464
HCES,2024,1,2,7,2,4,1.0,1.0,98464
HCES,2024,1,2,7,3,4,1.0,1.0,98464
HCES,2024,1,2,7,4,4,1.0,1.0,98464
HCES,2024,1,2,7,5,4,1.0,1.0,98464
HCES,2024,1,2,7,1,4,1.0,1.0,85737
HCES,2024,1,2,7,2,4,1.0,1.0,85737
HCES,2024,1,2,7,3,4,1.0,1.0,85737
HCES,2024,1,2,7,4,4,1.0,1.0,85737
HCES,2024,1,2,7,1,4,1.0,1.0,79640
HCES,2024,1,2,7,2,4,1.0,1.0,79640
HCES,2024,1,2,7,3,4,1.0,1.0,79640
HCES,2024,1,2,7,4,4,1.0,1.0,79640
HCES,2024,1,2,7,5,4,1.0,1.0,79640
HCES,2024,1,2,7,6,4,1.0,1.0,79640
HCES,2024,1,2,7,7,4,1.0,1.0,79640
HCES,2024,1,2,7,8,4,1.0,1.0,79640
HCES,2024,1,2,7,9,4,1.0,1.0,79640
HCES,2024,1,2,2,1,4,1.0,1.0,116842
HCES,2024,1,2,2,2,4,1.0,1.0,116842
HCES,2024,1,2,2,3,4,1.0,1.0,116842
HCES,2024,1,2,2,4,4,1.0,1.0,116842
HCES,2024,1,2,2,5,4,1.0,1.0,116842
HCES,2024,1,2,2,6,4,1.0,1.0,116842
HCES,2024,1,2,2,7,4,1.0,1.0,116842
HCES,2024,1,2,2,8,4,1.0,1.0,116842
HCES,2024,1,2,2,9,4,1.0,1.0,116842
HCES,2024,1,2,2,10,4,1.0,1.0,116842
HCES,2024,1,2,2,11,4,1.0,1.0,116842
HCES,2024,1,2,2,12,4,1.0,1.0,116842
HCES,2024,1,2,2,13,4,1.0,1.0,116842
HCES,2024,1,2,2,14,4,1.0,1.0,116842
HCES,2024,1,2,2,15,4,1.0,1.0,116842
HCES,2024,1,2,2,16,4,1.0,1.0,116842
HCES,2024,1,2,2,17,4,1.0,1.0,116842
HCES,2024,1,2,2,18,4,1.0,1.0,116842
HCES,2024,1,2,1,1,4,1.0,1.0,131776
HCES,2024,1,2,1,2,4,1.0,1.0,131776
HCES,2024,1,2,1,1,4,1.0,1.0,150225
HCES,2024,1,2,1,2,4,1.0,1.0,150225
HCES,2024,1,2,1,3,4,1.0,1.0,150225
HCES,2024,1,2,1,4,4,1.0,1.0,150225
HCES,2024,1,2,1,5,4,1.0,1.0,150225
HCES,2024,1,2,1,6,4,1.0,1.0,150225
HCES,2024,1,2,1,7,4,1.0,1.0,150225
HCES,2024,1,2,1,8,4,1.0,1.0,150225
HCES,2024,1,2,1,9,4,1.0,1.0,150225
HCES,2024,1,2,1,10,4,1.0,1.0,150225
HCES,2024,1,2,1,1,4,1.0,1.0,133533
HCES,2024,1,2,1,2,4,1.0,1.0,133533
HCES,2024,1,2,1,3,4,1.0,1.0,133533
HCES,2024,1,2,1,4,4,1.0,1.0,133533
HCES,2024,1,2,1,5,4,1.0,1.0,133533
HCES,2024,1,2,1,6,4,1.0,1.0,133533
HCES,2024,1,2,5,1,4,1.0,1.0,83832
HCES,2024,1,2,5,2,4,1.0,1.0,83832
HCES,2024,1,2,5,3,4,1.0,1.0,83832
HCES,2024,1,2,5,1,4,1.0,1.0,82536
HCES,2024,1,2,5,2,4,1.0,1.0,82536
HCES,2024,1,2,5,3,4,1.0,1.0,82536
HCES,2024,1,2,5,4,4,1.0,1.0,82536
HCES,2024,1,2,5,5,4,1.0,1.0,82536
HCES,2024,1,2,5,6,4,1.0,1.0,82536
HCES,2024,1,2,5,7,4,1.0,1.0,82536
HCES,2024,1,2,5,8,4,1.0,1.0,82536
HCES,2024,1,2,5,9,4,1.0,1.0,82536
HCES,2024,1,2,5,10,4,1.0,1.0,82536
HCES,2024,1,2,5,11,4,1.0,1.0,82536
HCES,2024,1,2,5,12,4,1.0,1.0,82536
HCES,2024,1,2,5,13,4,1.0,1.0,82536
HCES,2024,1,2,5,14,4,1.0,1.0,82536
HCES,2024,1,2,5,15,4,1.0,1.0,82536
HCES,2024,1,2,4,1,4,1.0,1.0,185931
HCES,2024,1,2,4,2,4,1.0,1.0,185931
HCES,2024,1,2,4,3,4,1.0,1.0,185931
HCES,2024,1,2,4,4,4,1.0,1.0,185931
HCES,2024,1,2,4,5,4,1.0,1.0,185931
HCES,2024,1,2,4,6,4,1.0,1.0,185931
HCES,2024,1,2,4,1,4,1.0,1.0,139200
HCES,2024,1,2,4,2,4,1.0,1.0,139200
HCES,2024,1,2,4,5,4,1.0,1.0,139200
HCES,2024,1,2,4,6,4,1.0,1.0,139200
HCES,2024,1,2,4,8,4,1.0,1.0,139200
HCES,2024,1,2,4,9,4,1.0,1.0,139200
HCES,2024,1,2,4,10,4,1.0,1.0,139200
HCES,2024,1,2,4,11,4,1.0,1.0,139200
HCES,2024,1,2,5,1,4,1.0,1.0,88257
HCES,2024,1,2,5,2,4,1.0,1.0,88257
HCES,2024,1,2,5,3,4,1.0,1.0,88257
HCES,2024,1,2,5,4,4,1.0,1.0,88257
HCES,2024,1,2,5,5,4,1.0,1.0,88257
HCES,2024,1,2,5,6,4,1.0,1.0,88257
HCES,2024,1,2,5,7,4,1.0,1.0,88257
HCES,2024,1,2,5,8,4,1.0,1.0,88257
HCES,2024,1,2,5,9,4,1.0,1.0,88257
HCES,2024,1,2,5,10,4,1.0,1.0,88257
HCES,2024,1,2,5,11,4,1.0,1.0,88257
HCES,2024,1,2,5,12,4,1.0,1.0,88257
HCES,2024,1,2,5,13,4,1.0,1.0,88257
HCES,2024,1,2,5,14,4,1.0,1.0,88257
HCES,2024,1,2,5,15,4,1.0,1.0,88257
HCES,2024,1,2,5,16,4,1.0,1.0,88257
HCES,2024,1,2,5,17,4,1.0,1.0,88257
HCES,2024,1,2,5,18,4,1.0,1.0,88257
HCES,2024,1,5,6,1,4,1.0,1.0,57986
HCES,2024,1,5,6,2,4,1.0,1.0,57986
HCES,2024,1,5,6,4,4,1.0,1.0,57986
HCES,2024,1,5,6,5,4,1.0,1.0,57986
HCES,2024,1,5,6,10,4,1.0,1.0,57986
HCES,2024,1,5,6,11,4,1.0,1.0,57986
HCES,2024,1,5,6,12,4,1.0,1.0,57986
HCES,2024,1,5,6,13,4,1.0,1.0,57986
HCES,2024,1,5,6,15,4,1.0,1.0,57986
HCES,2024,1,5,1,3,4,1.0,1.0,155320
HCES,2024,1,5,1,4,4,1.0,1.0,155320
HCES,2024,1,5,1,5,4,1.0,1.0,155320
HCES,2024,1,5,1,7,4,1.0,1.0,155320
HCES,2024,1,5,1,14,4,1.0,1.0,155320
HCES,2024,1,5,1,15,4,1.0,1.0,155320
HCES,2024,1,5,1,2,4,1.0,1.0,99447
HCES,2024,1,5,1,4,4,1.0,1.0,99447
HCES,2024,1,5,1,6,4,1.0,1.0,99447
HCES,2024,1,5,1,14,4,1.0,1.0,99447
HCES,2024,1,5,1,15,4,1.0,1.0,99447
HCES,2024,1,5,1,16,4,1.0,1.0,99447
HCES,2024,1,5,1,17,4,1.0,1.0,99447
HCES,2024,1,5,5,3,4,1.0,1.0,86938
HCES,2024,1,5,5,1,4,1.0,1.0,62417
HCES,2024,1,5,5,2,4,1.0,1.0,62417
HCES,2024,1,5,5,3,4,1.0,1.0,62417
HCES,2024,1,5,5,2,4,1.0,1.0,62060
HCES,2024,1,5,5,3,4,1.0,1.0,62060
HCES,2024,1,5,5,4,4,1.0,1.0,62060
HCES,2024,1,5,5,5,4,1.0,1.0,62060
HCES,2024,1,5,5,8,4,1.0,1.0,62060
HCES,2024,1,5,5,9,4,1.0,1.0,62060
HCES,2024,1,5,5,11,4,1.0,1.0,62060
HCES,2024,1,5,5,7,4,1.0,1.0,148207
HCES,2024,1,5,5,12,4,1.0,1.0,148207
HCES,2024,1,5,5,16,4,1.0,1.0,148207
HCES,2024,1,5,5,17,4,1.0,1.0,148207
HCES,2024,1,5,10,1,4,1.0,1.0,90760
HCES,2024,1,5,10,1,4,1.0,1.0,105887
HCES,2024,1,5,10,2,4,1.0,1.0,105887
HCES,2024,1,5,10,3,4,1.0,1.0,105887
HCES,2024,1,5,10,4,4,1.0,1.0,105887
HCES,2024,1,5,10,5,4,1.0,1.0,105887
HCES,2024,1,5,10,6,4,1.0,1.0,105887
HCES,2024,1,5,10,1,4,1.0,1.0,103136
HCES,2024,1,5,10,2,4,1.0,1.0,103136
HCES,2024,1,5,10,3,4,1.0,1.0,103136
HCES,2024,1,5,10,4,4,1.0,1.0,103136
HCES,2024,1,5,10,5,4,1.0,1.0,103136
HCES,2024,1,5,10,6,4,1.0,1.0,103136
HCES,2024,1,5,10,7,4,1.0,1.0,103136
HCES,2024,1,5,10,8,4,1.0,1.0,103136
HCES,2024,1,5,10,9,4,1.0,1.0,103136
HCES,2024,1,5,10,10,4,1.0,1.0,103136
HCES,2024,1,5,10,11,4,1.0,1.0,103136
HCES,2024,1,5,9,1,4,1.0,1.0,66597
HCES,2024,1,5,9,2,4,1.0,1.0,66597
HCES,2024,1,5,9,3,4,1.0,1.0,66597
HCES,2024,1,5,9,3,4,1.0,1.0,72306
HCES,2024,1,5,9,5,4,1.0,1.0,72306
HCES,2024,1,5,9,1,4,1.0,1.0,51375
HCES,2024,1,5,9,2,4,1.0,1.0,51375
HCES,2024,1,5,9,3,4,1.0,1.0,51375
HCES,2024,1,5,9,5,4,1.0,1.0,51375
HCES,2024,1,5,9,6,4,1.0,1.0,51375
HCES,2024,1,5,9,7,4,1.0,1.0,51375
HCES,2024,1,5,9,8,4,1.0,1.0,51375
HCES,2024,1,5,11,4,4,1.0,1.0,54800
HCES,2024,1,5,11,5,4,1.0,1.0,54800
HCES,2024,1,5,11,1,4,1.0,1.0,44240
HCES,2024,1,5,11,2,4,1.0,1.0,44240
HCES,2024,1,5,11,3,4,1.0,1.0,44240
HCES,2024,1,5,11,4,4,1.0,1.0,44240
HCES,2024,1,5,11,6,4,1.0,1.0,44240
HCES,2024,1,5,11,8,4,1.0,1.0,44240
HCES,2024,1,5,11,9,4,1.0,1.0,44240
HCES,2024,1,5,9,3,4,1.0,1.0,136788
HCES,2024,1,5,9,6,4,1.0,1.0,136788
HCES,2024,1,5,9,8,4,1.0,1.0,136788
HCES,2024,1,5,9,11,4,1.0,1.0,136788
HCES,2024,1,5,9,14,4,1.0,1.0,136788
HCES,2024,1,5,12,2,4,1.0,1.0,142692
HCES,2024,1,5,12,4,4,1.0,1.0,142692
HCES,2024,1,5,12,6,4,1.0,1.0,142692
HCES,2024,1,5,12,7,4,1.0,1.0,142692
HCES,2024,1,5,12,8,4,1.0,1.0,142692
HCES,2024,1,5,12,10,4,1.0,1.0,142692
HCES,2024,1,5,12,11,4,1.0,1.0,142692
HCES,2024,1,5,12,13,4,1.0,1.0,142692
HCES,2024,1,5,12,14,4,1.0,1.0,142692
HCES,2024,1,7,1,1,4,1.0,1.0,23460
HCES,2024,1,7,1,4,4,1.0,1.0,23460
HCES,2024,1,7,1,9,4,1.0,1.0,23460
HCES,2024,1,7,1,11,4,1.0,1.0,23460
HCES,2024,1,7,9,2,4,1.0,1.0,22165
HCES,2024,1,7,9,4,4,1.0,1.0,22165
HCES,2024,1,7,9,8,4,1.0,1.0,22165
HCES,2024,1,7,9,11,4,1.0,1.0,22165
HCES,2024,1,7,9,13,4,1.0,1.0,22165
HCES,2024,1,9,17,1,4,1.0,1.0,283693
HCES,2024,1,9,17,1,4,1.0,1.0,139358
HCES,2024,1,9,17,2,4,1.0,1.0,139358
HCES,2024,1,9,17,1,4,1.0,1.0,144158
HCES,2024,1,9,17,3,4,1.0,1.0,144158
HCES,2024,1,9,17,4,4,1.0,1.0,144158
HCES,2024,1,9,17,5,4,1.0,1.0,144158
HCES,2024,1,9,17,6,4,1.0,1.0,144158
HCES,2024,1,9,17,7,4,1.0,1.0,144158
HCES,2024,1,9,17,11,4,1.0,1.0,144158
HCES,2024,1,9,16,1,4,1.0,1.0,155944
HCES,2024,1,9,16,2,4,1.0,1.0,155944
HCES,2024,1,9,16,1,4,1.0,1.0,172931
HCES,2024,1,9,16,2,4,1.0,1.0,172931
HCES,2024,1,9,16,3,4,1.0,1.0,172931
HCES,2024,1,9,16,4,4,1.0,1.0,172931
HCES,2024,1,9,16,5,4,1.0,1.0,172931
HCES,2024,1,9,16,6,4,1.0,1.0,172931
HCES,2024,1,9,16,7,4,1.0,1.0,172931
HCES,2024,1,9,16,8,4,1.0,1.0,172931
HCES,2024,1,9,16,9,4,1.0,1.0,172931
HCES,2024,1,9,16,10,4,1.0,1.0,172931
HCES,2024,1,9,16,11,4,1.0,1.0,172931
HCES,2024,1,9,16,12,4,1.0,1.0,172931
HCES,2024,1,9,16,13,4,1.0,1.0,172931
HCES,2024,1,9,16,14,4,1.0,1.0,172931
HCES,2024,1,9,16,15,4,1.0,1.0,172931
HCES,2024,1,9,16,16,4,1.0,1.0,172931
HCES,2024,1,9,17,2,4,1.0,1.0,149000
HCES,2024,1,9,17,3,4,1.0,1.0,149000
HCES,2024,1,9,17,1,4,1.0,1.0,133504
HCES,2024,1,9,17,2,4,1.0,1.0,133504
HCES,2024,1,9,17,5,4,1.0,1.0,133504
HCES,2024,1,9,17,6,4,1.0,1.0,133504
HCES,2024,1,9,17,8,4,1.0,1.0,133504
HCES,2024,1,9,17,9,4,1.0,1.0,133504
HCES,2024,1,9,17,10,4,1.0,1.0,133504
HCES,2024,1,9,17,11,4,1.0,1.0,133504
HCES,2024,1,9,17,12,4,1.0,1.0,133504
HCES,2024,1,9,17,13,4,1.0,1.0,133504
HCES,2024,1,9,17,14,4,1.0,1.0,133504
HCES,2024,1,9,17,15,4,1.0,1.0,133504
HCES,2024,1,9,17,1,4,1.0,1.0,134100
HCES,2024,1,9,17,2,4,1.0,1.0,134100
HCES,2024,1,9,17,2,4,1.0,1.0,121584
HCES,2024,1,9,17,3,4,1.0,1.0,121584
HCES,2024,1,9,17,4,4,1.0,1.0,121584
HCES,2024,1,9,17,5,4,1.0,1.0,121584
HCES,2024,1,9,17,6,4,1.0,1.0,121584
HCES,2024,1,9,17,7,4,1.0,1.0,121584
HCES,2024,1,9,17,8,4,1.0,1.0,121584
HCES,2024,1,9,17,9,4,1.0,1.0,121584
HCES,2024,1,9,17,10,4,1.0,1.0,121584
HCES,2024,1,9,17,12,4,1.0,1.0,121584
HCES,2024,1,9,17,14,4,1.0,1.0,121584
HCES,2024,1,9,28,1,4,1.0,1.0,83757
HCES,2024,1,9,28,2,4,1.0,1.0,83757
HCES,2024,1,9,28,4,4,1.0,1.0,83757
HCES,2024,1,9,28,5,4,1.0,1.0,83757
HCES,2024,1,9,28,6,4,1.0,1.0,83757
HCES,2024,1,9,28,8,4,1.0,1.0,83757
HCES,2024,1,9,28,9,4,1.0,1.0,83757
HCES,2024,1,9,28,10,4,1.0,1.0,83757
HCES,2024,1,9,28,11,4,1.0,1.0,83757
HCES,2024,1,9,28,12,4,1.0,1.0,83757
HCES,2024,1,9,28,15,4,1.0,1.0,83757
HCES,2024,1,9,28,16,4,1.0,1.0,83757
HCES,2024,1,9,28,17,4,1.0,1.0,83757
HCES,2024,1,9,14,1,4,1.0,1.0,139287
HCES,2024,1,9,14,2,4,1.0,1.0,139287
HCES,2024,1,9,14,3,4,1.0,1.0,139287
HCES,2024,1,9,14,4,4,1.0,1.0,139287
HCES,2024,1,9,14,5,4,1.0,1.0,139287
HCES,2024,1,9,14,6,4,1.0,1.0,139287
HCES,2024,1,9,14,1,4,1.0,1.0,143730
HCES,2024,1,9,14,2,4,1.0,1.0,143730
HCES,2024,1,9,14,3,4,1.0,1.0,143730
HCES,2024,1,9,14,4,4,1.0,1.0,143730
HCES,2024,1,9,14,6,4,1.0,1.0,143730
HCES,2024,1,9,14,7,4,1.0,1.0,143730
HCES,2024,1,9,14,8,4,1.0,1.0,143730
HCES,2024,1,9,14,9,4,1.0,1.0,143730
HCES,2024,1,9,14,10,4,1.0,1.0,143730
HCES,2024,1,9,14,1,4,1.0,1.0,133250
HCES,2024,1,9,14,2,4,1.0,1.0,133250
HCES,2024,1,9,14,1,4,1.0,1.0,127920
HCES,2024,1,9,14,2,4,1.0,1.0,127920
HCES,2024,1,9,14,4,4,1.0,1.0,127920
HCES,2024,1,9,14,5,4,1.0,1.0,127920
HCES,2024,1,9,14,6,4,1.0,1.0,127920
HCES,2024,1,9,14,7,4,1.0,1.0,127920
HCES,2024,1,9,14,8,4,1.0,1.0,127920
HCES,2024,1,9,14,9,4,1.0,1.0,127920
HCES,2024,1,9,14,10,4,1.0,1.0,127920
HCES,2024,1,9,14,11,4,1.0,1.0,127920
HCES,2024,1,9,14,12,4,1.0,1.0,127920
HCES,2024,1,9,14,13,4,1.0,1.0,127920
HCES,2024,1,9,14,15,4,1.0,1.0,127920
HCES,2024,1,9,14,16,4,1.0,1.0,127920
HCES,2024,1,9,28,1,4,1.0,1.0,94235
HCES,2024,1,9,28,1,4,1.0,1.0,153604
HCES,2024,1,9,28,2,4,1.0,1.0,153604
HCES,2024,1,9,28,3,4,1.0,1.0,153604
HCES,2024,1,9,28,7,4,1.0,1.0,153604
HCES,2024,1,9,28,8,4,1.0,1.0,153604
HCES,2024,1,9,28,9,4,1.0,1.0,153604
HCES,2024,1,9,28,10,4,1.0,1.0,153604
HCES,2024,1,9,28,11,4,1.0,1.0,153604
HCES,2024,1,9,28,12,4,1.0,1.0,153604
HCES,2024,1,9,28,14,4,1.0,1.0,153604
HCES,2024,1,9,28,17,4,1.0,1.0,153604
HCES,2024,1,9,15,1,4,1.0,1.0,124719
HCES,2024,1,9,15,2,4,1.0,1.0,124719
HCES,2024,1,9,15,1,4,1.0,1.0,103613
HCES,2024,1,9,15,2,4,1.0,1.0,103613
HCES,2024,1,9,15,3,4,1.0,1.0,103613
HCES,2024,1,9,15,4,4,1.0,1.0,103613
HCES,2024,1,9,15,6,4,1.0,1.0,103613
HCES,2024,1,9,15,7,4,1.0,1.0,103613
HCES,2024,1,9,15,8,4,1.0,1.0,103613
HCES,2024,1,9,15,9,4,1.0,1.0,103613
HCES,2024,1,9,15,10,4,1.0,1.0,103613
HCES,2024,1,9,15,11,4,1.0,1.0,103613
HCES,2024,1,9,15,12,4,1.0,1.0,103613
HCES,2024,1,9,15,13,4,1.0,1.0,103613
HCES,2024,1,9,15,14,4,1.0,1.0,103613
HCES,2024,1,9,15,15,4,1.0,1.0,103613
HCES,2024,1,9,15,16,4,1.0,1.0,103613
HCES,2024,1,9,71,1,4,1.0,1.0,98763
HCES,2024,1,9,71,2,4,1.0,1.0,98763
HCES,2024,1,9,71,1,4,1.0,1.0,93825
HCES,2024,1,9,71,2,4,1.0,1.0,93825
