Survey_Name,Year,Sector,State_Code,NSS_Region,District_Code,Household_ID,Multiplier
HCES,2024,1,1,12,5,1,76959
HCES,2024,1,1,12,5,2,76959
HCES,2024,1,1,12,5,3,76959
HCES,2024,1,1,12,5,4,76959
HCES,2024,1,1,12,5,5,76959
HCES,2024,1,1,12,5,6,76959
HCES,2024,1,1,12,5,7,76959
HCES,2024,1,1,12,5,8,76959
HCES,2024,1,1,12,5,9,76959
HCES,2024,1,1,12,5,10,76959
HCES,2024,1,1,12,5,11,76959
HCES,2024,1,1,12,5,12,76959
HCES,2024,1,1,12,5,13,76959
HCES,2024,1,1,12,5,14,76959
HCES,2024,1,1,12,6,1,107490
HCES,2024,1,1,12,6,2,107490
HCES,2024,1,1,12,6,3,107490
HCES,2024,1,1,12,6,1,125447
HCES,2024,1,1,12,6,2,125447
HCES,2024,1,1,12,6,3,125447
HCES,2024,1,1,12,6,4,125447
HCES,2024,1,1,12,6,5,125447
HCES,2024,1,1,12,6,1,84980
HCES,2024,1,1,12,6,2,84980
HCES,2024,1,1,12,6,3,84980
HCES,2024,1,1,12,6,4,84980
HCES,2024,1,1,12,6,5,84980
HCES,2024,1,1,12,6,6,84980
HCES,2024,1,1,12,6,7,84980
HCES,2024,1,1,12,6,8,84980
HCES,2024,1,1,12,6,9,84980
HCES,2024,1,1,12,6,10,84980
HCES,2024,1,1,11,22,1,202333
HCES,2024,1,1,11,22,2,202333
HCES,2024,1,1,11,22,1,151750
HCES,2024,1,1,11,22,2,151750
HCES,2024,1,1,11,22,3,151750
HCES,2024,1,1,11,22,4,151750
HCES,2024,1,1,11,22,5,151750
HCES,2024,1,1,11,22,6,151750
HCES,2024,1,1,11,22,7,151750
HCES,2024,1,1,11,22,8,151750
HCES,2024,1,1,11,22,9,151750
HCES,2024,1,1,11,22,10,151750
HCES,2024,1,1,11,22,11,151750
HCES,2024,1,1,11,22,12,151750
HCES,2024,1,1,11,22,13,151750
HCES,2024,1,1,11,22,14,151750
HCES,2024,1,1,11,22,15,151750
HCES,2024,1,1,11,22,16,151750
HCES,2024,1,1,11,21,1,343967
HCES,2024,1,1,11,21,1,223162
HCES,2024,1,1,11,21,2,223162
HCES,2024,1,1,11,21,3,223162
HCES,2024,1,1,11,21,4,223162
HCES,2024,1,1,11,21,5,223162
HCES,2024,1,1,11,21,6,223162
HCES,2024,1,1,11,21,7,223162
HCES,2024,1,1,11,21,8,223162
HCES,2024,1,1,11,21,9,223162
HCES,2024,1,1,11,21,10,223162
HCES,2024,1,1,11,21,11,223162
HCES,2024,1,1,11,21,12,223162
HCES,2024,1,1,11,21,13,223162
HCES,2024,1,1,11,21,14,223162
HCES,2024,1,1,11,21,15,223162
HCES,2024,1,1,11,21,16,223162
HCES,2024,1,1,11,21,17,223162
HCES,2024,1,1,12,6,1,81776
HCES,2024,1,1,12,6,2,81776
HCES,2024,1,1,12,6,3,81776
HCES,2024,1,1,12,6,4,81776
HCES,2024,1,1,12,6,5,81776
HCES,2024,1,1,12,6,6,81776
HCES,2024,1,1,12,6,7,81776
HCES,2024,1,1,12,6,8,81776
HCES,2024,1,1,12,6,9,81776
HCES,2024,1,1,12,6,10,81776
HCES,2024,1,1,12,6,11,81776
HCES,2024,1,1,12,6,12,81776
HCES,2024,1,1,12,6,13,81776
HCES,2024,1,1,12,6,14,81776
HCES,2024,1,1,12,6,15,81776
HCES,2024,1,1,12,6,16,81776
HCES,2024,1,1,12,6,17,81776
HCES,2024,1,1,12,6,18,81776
HCES,2024,1,1,12,5,1,90207
HCES,2024,1,1,12,5,2,90207
HCES,2024,1,1,12,5,3,90207
HCES,2024,1,1,12,5,4,90207
HCES,2024,1,1,12,5,5,90207
HCES,2024,1,1,12,5,6,90207
HCES,2024,1,1,12,5,7,90207
HCES,2024,1,1,12,5,8,90207
HCES,2024,1,1,12,5,9,90207
HCES,2024,1,1,12,5,10,90207
HCES,2024,1,1,12,5,11,90207
HCES,2024,1,1,12,5,12,90207
HCES,2024,1,1,12,5,13,90207
HCES,2024,1,1,12,5,14,90207
HCES,2024,1,1,12,5,15,90207
HCES,2024,1,1,12,5,16,90207
HCES,2024,1,1,12,5,17,90207
HCES,2024,1,1,12,5,18,90207
HCES,2024,1,1,12,5,1,87678
HCES,2024,1,1,12,5,2,87678
HCES,2024,1,1,12,5,3,87678
HCES,2024,1,1,12,5,4,87678
HCES,2024,1,1,12,5,5,87678
HCES,2024,1,1,12,5,6,87678
HCES,2024,1,1,12,5,7,87678
HCES,2024,1,1,12,5,8,87678
HCES,2024,1,1,12,5,9,87678
HCES,2024,1,1,12,5,10,87678
HCES,2024,1,1,12,5,11,87678
HCES,2024,1,1,12,5,12,87678
HCES,2024,1,1,12,5,13,87678
HCES,2024,1,1,12,5,14,87678
HCES,2024,1,1,12,5,15,87678
HCES,2024,1,1,12,5,16,87678
HCES,2024,1,1,12,5,17,87678
HCES,2024,1,1,12,5,18,87678
HCES,2024,1,1,12,5,1,71660
HCES,2024,1,1,12,5,2,71660
HCES,2024,1,1,12,5,3,71660
HCES,2024,1,1,12,5,4,71660
HCES,2024,1,1,12,5,5,71660
HCES,2024,1,1,12,5,6,71660
HCES,2024,1,1,12,5,7,71660
HCES,2024,1,1,12,5,8,71660
HCES,2024,1,1,12,5,9,71660
HCES,2024,1,1,12,5,10,71660
HCES,2024,1,1,12,5,11,71660
HCES,2024,1,1,12,5,12,71660
HCES,2024,1,1,12,5,13,71660
HCES,2024,1,1,12,5,14,71660
HCES,2024,1,1,12,5,15,71660
HCES,2024,1,1,12,5,16,71660
HCES,2024,1,1,12,5,17,71660
HCES,2024,1,1,12,5,18,71660
HCES,2024,1,1,12,6,1,101167
HCES,2024,1,1,12,6,2,101167
HCES,2024,1,1,12,6,3,101167
HCES,2024,1,1,12,6,4,101167
HCES,2024,1,1,12,6,5,101167
HCES,2024,1,1,12,6,6,101167
HCES,2024,1,1,12,6,7,101167
HCES,2024,1,1,12,6,8,101167
HCES,2024,1,1,12,6,9,101167
HCES,2024,1,1,12,6,10,101167
HCES,2024,1,1,12,6,11,101167
HCES,2024,1,1,12,6,12,101167
HCES,2024,1,1,12,6,13,101167
HCES,2024,1,1,12,6,14,101167
HCES,2024,1,1,12,6,15,101167
HCES,2024,1,1,12,6,16,101167
HCES,2024,1,1,12,6,17,101167
HCES,2024,1,1,12,6,18,101167
HCES,2024,1,1,12,6,1,95265
HCES,2024,1,1,12,6,2,95265
HCES,2024,1,1,12,6,3,95265
HCES,2024,1,1,12,6,4,95265
HCES,2024,1,1,12,6,5,95265
HCES,2024,1,1,12,6,6,95265
HCES,2024,1,1,12,6,7,95265
HCES,2024,1,1,12,6,8,95265
HCES,2024,1,1,12,6,9,95265
HCES,2024,1,1,12,6,10,95265
HCES,2024,1,1,12,6,11,95265
HCES,2024,1,1,12,6,12,95265
HCES,2024,1,1,12,6,13,95265
HCES,2024,1,1,12,6,14,95265
HCES,2024,1,1,12,6,15,95265
HCES,2024,1,1,12,6,16,95265
HCES,2024,1,1,12,6,17,95265
HCES,2024,1,1,12,6,18,95265
HCES,2024,1,1,12,6,1,74189
HCES,2024,1,1,12,6,2,74189
HCES,2024,1,1,12,6,3,74189
HCES,2024,1,1,12,6,4,74189
HCES,2024,1,1,12,6,5,74189
HCES,2024,1,1,12,6,6,74189
HCES,2024,1,1,12,6,7,74189
HCES,2024,1,1,12,6,8,74189
HCES,2024,1,1,12,6,9,74189
HCES,2024,1,1,12,6,10,74189
HCES,2024,1,1,12,6,11,74189
HCES,2024,1,1,12,6,12,74189
HCES,2024,1,1,12,6,13,74189
HCES,2024,1,1,12,6,14,74189
HCES,2024,1,1,12,6,15,74189
HCES,2024,1,1,12,6,16,74189
HCES,2024,1,1,12,6,17,74189
HCES,2024,1,1,12,6,18,74189
HCES,2024,1,1,12,6,1,90102
HCES,2024,1,1,12,6,2,90102
HCES,2024,1,1,12,6,3,90102
HCES,2024,1,1,12,6,4,90102
HCES,2024,1,1,12,6,1,106225
HCES,2024,1,1,12,6,2,106225
HCES,2024,1,1,12,6,3,106225
HCES,2024,1,1,12,6,4,106225
HCES,2024,1,1,12,6,1,78910
HCES,2024,1,1,12,6,2,78910
HCES,2024,1,1,12,6,3,78910
HCES,2024,1,1,12,6,4,78910
HCES,2024,1,1,12,6,5,78910
HCES,2024,1,1,12,6,6,78910
HCES,2024,1,1,12,6,7,78910
HCES,2024,1,1,12,6,8,78910
HCES,2024,1,1,12,6,9,78910
HCES,2024,1,1,12,6,10,78910
HCES,2024,1,1,12,5,1,77561
HCES,2024,1,1,12,5,2,77561
HCES,2024,1,1,12,5,3,77561
HCES,2024,1,1,12,5,4,77561
HCES,2024,1,1,12,5,5,77561
HCES,2024,1,1,12,5,6,77561
HCES,2024,1,1,12,5,7,77561
HCES,2024,1,1,12,5,8,77561
HCES,2024,1,1,12,5,9,77561
HCES,2024,1,1,12,5,10,77561
HCES,2024,1,1,12,5,11,77561
HCES,2024,1,1,12,5,12,77561
HCES,2024,1,1,12,5,13,77561
HCES,2024,1,1,12,5,14,77561
HCES,2024,1,1,12,5,15,77561
HCES,2024,1,1,12,5,16,77561
HCES,2024,1,1,12,5,17,77561
HCES,2024,1,1,12,5,18,77561
HCES,2024,1,1,12,6,1,59828
HCES,2024,1,1,12,6,2,59828
HCES,2024,1,1,12,6,1,63247
HCES,2024,1,1,12,6,2,63247
HCES,2024,1,1,12,6,3,63247
HCES,2024,1,1,12,6,4,63247
HCES,2024,1,1,12,6,5,63247
HCES,2024,1,1,12,6,6,63247
HCES,2024,1,1,12,6,7,63247
HCES,2024,1,1,12,6,8,63247
HCES,2024,1,1,12,6,9,63247
HCES,2024,1,1,12,6,10,63247
HCES,2024,1,1,12,6,11,63247
HCES,2024,1,1,12,6,12,63247
HCES,2024,1,1,12,6,13,63247
HCES,2024,1,1,12,6,14,63247
HCES,2024,1,1,12,6,15,63247
HCES,2024,1,1,12,6,16,63247
HCES,2024,1,1,12,6,1,108260
HCES,2024,1,1,12,6,2,108260
HCES,2024,1,1,12,6,3,108260
HCES,2024,1,1,12,6,1,82050
HCES,2024,1,1,12,6,2,82050
HCES,2024,1,1,12,6,3,82050
HCES,2024,1,1,12,6,4,82050
HCES,2024,1,1,12,6,5,82050
HCES,2024,1,1,12,6,6,82050
HCES,2024,1,1,12,6,7,82050
HCES,2024,1,1,12,6,8,82050
HCES,2024,1,1,12,6,9,82050
HCES,2024,1,1,12,6,10,82050
HCES,2024,1,1,12,6,11,82050
HCES,2024,1,1,12,6,12,82050
HCES,2024,1,1,12,6,13,82050
HCES,2024,1,1,12,6,14,82050
HCES,2024,1,1,12,6,15,82050
HCES,2024,1,1,12,5,1,63115
HCES,2024,1,1,12,5,1,68375
HCES,2024,1,1,12,5,2,68375
HCES,2024,1,1,12,5,1,60170
HCES,2024,1,1,12,5,2,60170
HCES,2024,1,1,12,5,3,60170
HCES,2024,1,1,12,5,4,60170
HCES,2024,1,1,12,5,5,60170
HCES,2024,1,1,12,5,6,60170
HCES,2024,1,1,12,5,7,60170
HCES,2024,1,1,12,5,8,60170
HCES,2024,1,1,12,5,9,60170
HCES,2024,1,1,12,5,10,60170
HCES,2024,1,1,12,5,11,60170
HCES,2024,1,1,12,5,12,60170
HCES,2024,1,1,12,5,13,60170
HCES,2024,1,1,12,5,14,60170
HCES,2024,1,1,12,5,15,60170
HCES,2024,1,1,12,6,1,90407
HCES,2024,1,1,12,6,2,90407
HCES,2024,1,1,12,6,3,90407
HCES,2024,1,1,12,6,4,90407
HCES,2024,1,1,12,6,5,90407
HCES,2024,1,1,12,6,6,90407
HCES,2024,1,1,12,6,7,90407
HCES,2024,1,1,12,6,8,90407
HCES,2024,1,1,12,6,9,90407
HCES,2024,1,1,12,6,10,90407
HCES,2024,1,1,12,6,11,90407
HCES,2024,1,1,12,6,12,90407
HCES,2024,1,1,12,6,13,90407
HCES,2024,1,1,12,6,14,90407
HCES,2024,1,1,12,6,15,90407
HCES,2024,1,1,12,6,16,90407
HCES,2024,1,1,12,6,17,90407
HCES,2024,1,1,12,6,18,90407
HCES,2024,1,1,11,21,1,155743
HCES,2024,1,1,11,21,2,155743
HCES,2024,1,1,11,21,3,155743
HCES,2024,1,1,11,21,4,155743
HCES,2024,1,1,11,21,5,155743
HCES,2024,1,1,11,21,6,155743
HCES,2024,1,1,11,21,7,155743
HCES,2024,1,1,11,21,8,155743
HCES,2024,1,1,11,21,9,155743
HCES,2024,1,1,11,21,10,155743
HCES,2024,1,1,11,21,11,155743
